,Iteration,Time,Fitness,use_fast_mimic,Population Size,Keep Percent,max_iters
0,0,0.006293799999994576,0.0,True,200,0.35,150
1,1,0.0608501999999973,954.0,True,200,0.35,150
2,2,0.1109203999999977,954.0,True,200,0.35,150
3,3,0.16127239999999432,954.0,True,200,0.35,150
4,4,0.21137449999999802,954.0,True,200,0.35,150
5,5,0.26059149999999676,954.0,True,200,0.35,150
6,6,0.30793089999999523,954.0,True,200,0.35,150
7,7,0.35478419999999744,954.0,True,200,0.35,150
8,8,0.40137980000000084,954.0,True,200,0.35,150
9,9,0.447218399999997,954.0,True,200,0.35,150
10,10,0.4947556999999989,954.0,True,200,0.35,150
11,11,0.5433718999999968,954.0,True,200,0.35,150
12,12,0.5917438999999973,954.0,True,200,0.35,150
13,13,0.6404008999999959,954.0,True,200,0.35,150
14,14,0.6887346999999977,954.0,True,200,0.35,150
15,15,0.7373961999999992,954.0,True,200,0.35,150
16,16,0.7867164999999972,954.0,True,200,0.35,150
